,TransactionID,AccountID,TransactionType,Amount,TransactionDate,Season
1236,1237,763,Payment,2008.25,3/8/2025,Spring
1237,1238,3587,Withdrawal,6227.15,12/2/2024,Winter
1238,1239,2473,Transfer,497.89,5/28/2024,Spring
1239,1240,276,Withdrawal,2662.68,10/1/2024,Fall
1240,1241,2876,Transfer,2587.5,4/8/2023,Spring
1241,1242,585,Deposit,9737.72,10/25/2022,Fall
1242,1243,3877,Transfer,3231.8,10/18/2022,Fall
1243,1244,3710,Withdrawal,2720.96,7/7/2024,Summer
1244,1245,950,Withdrawal,497.31,1/13/2025,Winter
1245,1246,4472,Payment,8700.6,4/25/2024,Spring
1246,1247,3451,Transfer,4004.42,2/5/2025,Winter
1247,1248,1710,Transfer,5359.39,5/10/2023,Spring
1248,1249,4791,Deposit,2821.53,11/12/2023,Fall
1249,1250,3235,Transfer,9254.61,3/18/2024,Spring
1250,1251,703,Deposit,3264.14,10/11/2024,Fall
1251,1252,653,Withdrawal,4037.89,10/19/2024,Fall
1252,1253,1737,Payment,9728.08,9/5/2022,Fall
1253,1254,2599,Transfer,3383.88,6/29/2024,Summer
1254,1255,1245,Withdrawal,5458.43,7/18/2022,Summer
1255,1256,2824,Withdrawal,6216.21,4/16/2025,Spring
1256,1257,165,Payment,2881.4,7/29/2022,Summer
1257,1258,3370,Payment,534.5,10/24/2024,Fall
1258,1259,1953,Withdrawal,8303.46,9/1/2024,Fall
1259,1260,2997,Transfer,8114.49,10/22/2022,Fall
1260,1261,1490,Withdrawal,3677.03,12/23/2024,Winter
1261,1262,4190,Deposit,8242.58,6/14/2022,Summer
1262,1263,4281,Deposit,9979.12,8/29/2024,Summer
1263,1264,4110,Transfer,5558.9,12/1/2022,Winter
1264,1265,765,Deposit,1823.02,8/8/2023,Summer
1265,1266,4613,Withdrawal,5213.21,2/27/2023,Winter
1266,1267,1695,Payment,7026.19,9/23/2024,Fall
1267,1268,754,Deposit,7050.08,6/12/2024,Summer
1268,1269,1091,Transfer,4765.03,2/12/2024,Winter
1269,1270,564,Deposit,2620,10/7/2023,Fall
1270,1271,1255,Deposit,4676.83,2/16/2024,Winter
1271,1272,4387,Withdrawal,183.31,7/1/2024,Summer
1272,1273,3151,Transfer,5539.7,7/2/2022,Summer
1273,1274,2755,Deposit,339.41,10/19/2022,Fall
1274,1275,3114,Withdrawal,551,3/23/2024,Spring
1275,1276,2044,Withdrawal,3956.02,12/4/2022,Winter
1276,1277,2133,Payment,8891.25,7/4/2022,Summer
1277,1278,1980,Transfer,9708.95,11/19/2022,Fall
1278,1279,2127,Withdrawal,2173.51,1/23/2025,Winter
1279,1280,1884,Withdrawal,2832.37,10/30/2023,Fall
1280,1281,1148,Payment,1639.04,8/6/2024,Summer
1281,1282,2295,Withdrawal,109.2,8/15/2022,Summer
1282,1283,3134,Transfer,1108.05,6/9/2022,Summer
1283,1284,1310,Deposit,966.33,11/27/2022,Fall
1284,1285,1488,Payment,1058.43,10/18/2023,Fall
1285,1286,547,Transfer,7351.1,6/13/2024,Summer
1286,1287,4683,Withdrawal,3364.89,9/24/2023,Fall
1287,1288,886,Withdrawal,3616.01,9/15/2024,Fall
1288,1289,4222,Deposit,7381.3,4/17/2023,Spring
1289,1290,1564,Payment,9187.32,11/27/2023,Fall
1290,1291,2389,Transfer,5775.67,11/12/2023,Fall
1291,1292,3705,Deposit,6155.51,3/3/2023,Spring
1292,1293,2937,Payment,9313.96,12/7/2022,Winter
1293,1294,1260,Transfer,5799.42,12/4/2024,Winter
1294,1295,3748,Withdrawal,7578.08,3/3/2024,Spring
1295,1296,2007,Transfer,5403.88,3/4/2024,Spring
1296,1297,164,Transfer,1788.81,8/25/2023,Summer
1297,1298,3292,Transfer,6829.74,2/2/2024,Winter
1298,1299,1974,Transfer,9503.5,10/4/2024,Fall
1299,1300,4627,Payment,5442.45,9/14/2023,Fall
1300,1301,4516,Withdrawal,1562.89,2/9/2023,Winter
1301,1302,4754,Deposit,4721.89,1/17/2025,Winter
1302,1303,4779,Deposit,9524.83,2/26/2025,Winter
1303,1304,3550,Deposit,957.61,7/14/2022,Summer
1304,1305,1351,Payment,3936.85,7/29/2022,Summer
1305,1306,1693,Payment,660.77,10/23/2022,Fall
1306,1307,3951,Deposit,5826.13,9/5/2024,Fall
1307,1308,3017,Payment,9178.08,8/6/2022,Summer
1308,1309,1464,Withdrawal,3121.87,8/5/2023,Summer
1309,1310,2359,Payment,4271.09,1/27/2025,Winter
1310,1311,2636,Payment,125.59,6/29/2023,Summer
1311,1312,3220,Deposit,5570.69,7/29/2022,Summer
1312,1313,4153,Withdrawal,3147.79,7/12/2022,Summer
1313,1314,2765,Payment,2297.8,5/22/2023,Spring
1314,1315,1150,Deposit,9851.48,6/30/2023,Summer
1315,1316,4804,Payment,8596.75,5/13/2024,Spring
1316,1317,3492,Deposit,2200.17,12/25/2024,Winter
1317,1318,470,Transfer,8453.74,3/11/2025,Spring
1318,1319,2018,Withdrawal,4000.75,12/20/2024,Winter
1319,1320,1037,Payment,6516.32,7/26/2023,Summer
1320,1321,2307,Transfer,4877.67,9/12/2022,Fall
1321,1322,1012,Transfer,1065.22,4/1/2024,Spring
1322,1323,2954,Transfer,2276.9,3/10/2023,Spring
1323,1324,4528,Deposit,2869.3,6/19/2023,Summer
1324,1325,1716,Deposit,7783.7,3/22/2024,Spring
1325,1326,1478,Transfer,236.73,5/26/2024,Spring
1326,1327,77,Deposit,5805.52,8/24/2024,Summer
1327,1328,3020,Payment,488.45,5/27/2022,Spring
1328,1329,472,Payment,5591.72,11/28/2022,Fall
1329,1330,2177,Withdrawal,2046.01,8/18/2023,Summer
1330,1331,3496,Payment,147.23,8/29/2023,Summer
1331,1332,4829,Payment,1847.61,8/8/2024,Summer
1332,1333,3575,Transfer,3263.01,3/14/2024,Spring
1333,1334,170,Payment,779.37,6/7/2022,Summer
1334,1335,1127,Deposit,4944.65,2/17/2024,Winter
1335,1336,378,Withdrawal,5177.07,4/10/2024,Spring
1336,1337,866,Deposit,2812.85,12/12/2023,Winter
1337,1338,948,Deposit,4448.31,6/13/2024,Summer
1338,1339,1406,Transfer,7718.84,3/18/2023,Spring
1339,1340,63,Withdrawal,3702.06,5/27/2023,Spring
1340,1341,3364,Withdrawal,5679.22,9/1/2023,Fall
1341,1342,693,Transfer,8878.53,7/21/2023,Summer
1342,1343,2000,Payment,8527.89,4/27/2023,Spring
1343,1344,4658,Deposit,6316.37,9/11/2022,Fall
1344,1345,4086,Payment,9302.02,8/4/2023,Summer
1345,1346,699,Deposit,951.22,8/15/2023,Summer
1346,1347,2689,Payment,5653.66,12/8/2022,Winter
1347,1348,978,Deposit,491.21,12/6/2023,Winter
1348,1349,3736,Payment,3931.83,6/12/2022,Summer
1349,1350,2633,Deposit,6135.35,12/26/2022,Winter
1350,1351,872,Withdrawal,6026.85,12/30/2024,Winter
1351,1352,4972,Payment,6177.26,7/27/2023,Summer
1352,1353,4064,Deposit,5858.27,12/9/2022,Winter
1353,1354,4430,Withdrawal,8055.31,8/3/2023,Summer
1354,1355,4732,Deposit,8753.18,3/31/2024,Spring
1355,1356,3328,Withdrawal,8546.57,5/1/2023,Spring
1356,1357,3632,Deposit,5567.84,8/31/2023,Summer
1357,1358,2672,Withdrawal,8182.83,12/9/2024,Winter
1358,1359,1487,Payment,9200.24,1/22/2025,Winter
1359,1360,4001,Payment,8958.33,8/24/2024,Summer
1360,1361,3530,Deposit,5242.12,9/14/2022,Fall
1361,1362,1098,Withdrawal,9741.93,12/26/2024,Winter
1362,1363,3288,Payment,3504.51,2/16/2023,Winter
1363,1364,2782,Deposit,8346.79,10/26/2024,Fall
1364,1365,4959,Deposit,4928.25,5/5/2023,Spring
1365,1366,1379,Payment,6443.98,8/10/2024,Summer
1366,1367,584,Deposit,3061.01,6/19/2023,Summer
1367,1368,2364,Transfer,3982.27,11/30/2024,Fall
1368,1369,1713,Withdrawal,2030.97,1/4/2025,Winter
1369,1370,1558,Deposit,2351,1/24/2025,Winter
1370,1371,1435,Deposit,888.85,10/7/2023,Fall
1371,1372,1073,Payment,4790.4,8/9/2023,Summer
1372,1373,3232,Transfer,8480.34,12/8/2024,Winter
1373,1374,1422,Payment,9778.79,12/16/2023,Winter
1374,1375,3917,Withdrawal,5888.91,3/13/2025,Spring
1375,1376,4054,Transfer,7905.68,8/11/2022,Summer
1376,1377,1048,Payment,1374.59,3/16/2024,Spring
1377,1378,1770,Payment,7192.84,6/12/2022,Summer
1378,1379,723,Transfer,9075.38,8/1/2024,Summer
1379,1380,2287,Payment,8682.29,10/10/2024,Fall
1380,1381,1213,Deposit,4867.82,1/31/2025,Winter
1381,1382,2225,Transfer,4572.34,1/30/2023,Winter
1382,1383,2931,Payment,9533.2,8/8/2024,Summer
1383,1384,1021,Deposit,7905.57,4/26/2023,Spring
1384,1385,3114,Withdrawal,7639.69,6/21/2023,Summer
1385,1386,4657,Transfer,1228.56,7/23/2023,Summer
1386,1387,1080,Transfer,176.59,9/20/2024,Fall
1387,1388,1817,Withdrawal,3087.18,1/25/2024,Winter
1388,1389,2175,Transfer,9874.6,5/28/2024,Spring
1389,1390,369,Deposit,3258.39,7/20/2024,Summer
1390,1391,1005,Transfer,8714.65,8/28/2022,Summer
1391,1392,3380,Transfer,1954.68,5/3/2025,Spring
1392,1393,2298,Deposit,3340.99,1/23/2024,Winter
1393,1394,1077,Transfer,585.17,10/2/2023,Fall
1394,1395,4046,Payment,9012.82,8/18/2023,Summer
1395,1396,441,Deposit,3670.86,11/24/2024,Fall
1396,1397,4343,Deposit,3673.16,10/12/2024,Fall
1397,1398,4892,Deposit,7339.58,7/30/2022,Summer
1398,1399,3888,Transfer,8625.61,10/21/2024,Fall
1399,1400,603,Transfer,5750.03,2/19/2025,Winter
1400,1401,59,Transfer,8952.46,2/4/2025,Winter
1401,1402,4778,Deposit,3416.66,2/10/2023,Winter
1402,1403,1725,Payment,197.7,11/4/2022,Fall
1403,1404,2253,Withdrawal,640.43,9/25/2024,Fall
1404,1405,822,Deposit,1395.73,6/23/2024,Summer
1405,1406,2772,Transfer,2037.72,9/7/2023,Fall
1406,1407,3728,Transfer,7192.63,6/1/2024,Summer
1407,1408,4750,Payment,8401.2,12/22/2022,Winter
1408,1409,4560,Payment,3055.3,3/29/2024,Spring
1409,1410,2215,Payment,1163.09,1/7/2023,Winter
1410,1411,1530,Payment,5874.67,6/27/2022,Summer
1411,1412,4240,Deposit,3662.26,9/30/2022,Fall
1412,1413,820,Transfer,2592.48,2/11/2023,Winter
1413,1414,4505,Payment,2014.75,10/13/2024,Fall
1414,1415,4128,Transfer,516.66,6/20/2024,Summer
1415,1416,916,Deposit,7122.55,9/11/2023,Fall
1416,1417,2171,Deposit,2192.78,7/3/2024,Summer
1417,1418,39,Deposit,7736.45,10/3/2022,Fall
1418,1419,2348,Withdrawal,7947.09,2/28/2025,Winter
1419,1420,25,Payment,8188.88,2/26/2024,Winter
1420,1421,1617,Withdrawal,9907.29,3/31/2024,Spring
1421,1422,3147,Payment,1908.94,11/2/2022,Fall
1422,1423,637,Payment,2145.27,12/7/2024,Winter
1423,1424,4026,Withdrawal,3323.74,1/2/2023,Winter
1424,1425,1588,Payment,5538.16,11/8/2024,Fall
1425,1426,2500,Deposit,4828.33,9/30/2023,Fall
1426,1427,703,Transfer,9201.12,7/19/2023,Summer
1427,1428,4192,Withdrawal,2055.29,10/25/2023,Fall
1428,1429,3330,Payment,7752.66,1/7/2025,Winter
1429,1430,3848,Transfer,2265.56,2/17/2023,Winter
1430,1431,1733,Transfer,828.16,7/13/2024,Summer
1431,1432,4224,Deposit,8659,11/18/2024,Fall
1432,1433,154,Withdrawal,1417.35,10/11/2022,Fall
1433,1434,3302,Payment,5074.48,4/29/2025,Spring
1434,1435,2364,Transfer,3712.67,5/19/2023,Spring
1435,1436,4472,Transfer,3662.9,12/29/2022,Winter
1436,1437,2746,Payment,4393.23,8/14/2022,Summer
1437,1438,571,Withdrawal,291.83,5/9/2023,Spring
1438,1439,4673,Withdrawal,4155.62,1/22/2024,Winter
1439,1440,1434,Transfer,4908.69,7/17/2022,Summer
1440,1441,2829,Payment,9447.28,4/22/2024,Spring
1441,1442,4689,Deposit,4096.07,12/24/2022,Winter
1442,1443,4786,Transfer,6517.14,4/12/2023,Spring
1443,1444,3591,Payment,9437.89,6/18/2022,Summer
1444,1445,3620,Deposit,2768.79,4/7/2023,Spring
1445,1446,4005,Transfer,9886.24,6/27/2024,Summer
1446,1447,3074,Withdrawal,4319.93,8/29/2023,Summer
1447,1448,3432,Withdrawal,5647.96,8/21/2022,Summer
1448,1449,519,Transfer,4884.2,12/26/2024,Winter
1449,1450,70,Withdrawal,4781.04,12/7/2022,Winter
1450,1451,2830,Transfer,1039.63,8/10/2023,Summer
1451,1452,3709,Transfer,6086.83,6/14/2022,Summer
1452,1453,4300,Deposit,4652.68,4/24/2023,Spring
1453,1454,851,Withdrawal,4426.93,1/29/2023,Winter
1454,1455,3806,Withdrawal,4464.59,1/29/2023,Winter
1455,1456,388,Deposit,3891.97,11/1/2024,Fall
1456,1457,3607,Payment,9682.27,6/29/2023,Summer
1457,1458,4401,Payment,2740.57,7/12/2022,Summer
1458,1459,4955,Transfer,6079.65,3/9/2023,Spring
1459,1460,3145,Withdrawal,8632.44,10/17/2024,Fall
1460,1461,1994,Transfer,2594.55,12/26/2022,Winter
1461,1462,3866,Withdrawal,1003.9,8/14/2024,Summer
1462,1463,14,Withdrawal,959.52,2/8/2023,Winter
1463,1464,1658,Deposit,5494.69,2/14/2024,Winter
1464,1465,3661,Transfer,9966.58,8/24/2024,Summer
1465,1466,2105,Withdrawal,965.5,11/9/2024,Fall
1466,1467,2393,Payment,6843.68,5/5/2025,Spring
1467,1468,905,Payment,6978.31,2/28/2023,Winter
1468,1469,2803,Payment,7527.26,7/8/2022,Summer
1469,1470,2227,Deposit,7586.59,12/17/2023,Winter
1470,1471,842,Withdrawal,2170.5,3/27/2024,Spring
1471,1472,3709,Transfer,8814.55,3/8/2023,Spring
1472,1473,4647,Withdrawal,1605.59,10/22/2024,Fall
1473,1474,1886,Payment,7525.43,5/17/2023,Spring
1474,1475,1742,Withdrawal,5568.43,4/27/2023,Spring
1475,1476,2871,Withdrawal,9542.09,10/9/2024,Fall
1476,1477,2582,Transfer,9402.26,7/22/2024,Summer
1477,1478,1,Transfer,3707.8,5/1/2025,Spring
1478,1479,2989,Withdrawal,5328.41,3/18/2023,Spring
1479,1480,4660,Withdrawal,4051.89,2/12/2024,Winter
1480,1481,136,Transfer,3195.17,7/26/2023,Summer
1481,1482,2042,Withdrawal,2023.47,1/22/2024,Winter
1482,1483,896,Payment,8871.43,1/19/2025,Winter
1483,1484,2352,Payment,6580.27,12/4/2024,Winter
1484,1485,678,Payment,5586.88,4/10/2023,Spring
1485,1486,3344,Withdrawal,6546.78,11/14/2023,Fall
1486,1487,4896,Withdrawal,2824.71,11/27/2023,Fall
1487,1488,1125,Payment,931.31,6/7/2023,Summer
1488,1489,1701,Transfer,5441.91,5/23/2023,Spring
1489,1490,1328,Transfer,5947.78,5/13/2023,Spring
1490,1491,987,Deposit,2999.22,6/4/2024,Summer
1491,1492,2043,Deposit,3566.84,9/13/2022,Fall
1492,1493,1642,Deposit,6233.25,12/16/2023,Winter
1493,1494,4303,Transfer,1861.33,12/4/2023,Winter
1494,1495,492,Transfer,2044.1,10/2/2023,Fall
1495,1496,4275,Deposit,5965.44,11/22/2024,Fall
1496,1497,684,Payment,87.93,7/6/2023,Summer
1497,1498,4227,Transfer,6378.96,11/27/2022,Fall
1498,1499,3195,Withdrawal,9418.42,12/14/2024,Winter
1499,1500,1209,Deposit,5207.42,6/11/2024,Summer
1500,1501,842,Deposit,7653.38,3/2/2025,Spring
1501,1502,208,Withdrawal,318.9,7/25/2024,Summer
1502,1503,3730,Transfer,1222.19,4/26/2025,Spring
1503,1504,4690,Transfer,2974.82,7/1/2022,Summer
1504,1505,2908,Deposit,7606.01,5/14/2022,Spring
1505,1506,2572,Payment,8343.52,5/15/2023,Spring
1506,1507,539,Payment,9264.41,6/8/2022,Summer
1507,1508,986,Deposit,1762.05,3/19/2025,Spring
1508,1509,2548,Deposit,6318.93,7/7/2023,Summer
1509,1510,1212,Deposit,1446.54,11/30/2024,Fall
1510,1511,4908,Withdrawal,8999.03,10/5/2024,Fall
1511,1512,1736,Deposit,3978.55,11/8/2022,Fall
1512,1513,3653,Deposit,332.22,7/11/2024,Summer
1513,1514,1056,Payment,7404.33,2/15/2023,Winter
1514,1515,1408,Transfer,5198.09,12/6/2024,Winter
1515,1516,3610,Withdrawal,3819.79,11/10/2024,Fall
1516,1517,4616,Transfer,13.69,7/7/2022,Summer
1517,1518,3837,Transfer,2333.82,9/27/2022,Fall
1518,1519,3404,Deposit,8535.34,2/1/2023,Winter
1519,1520,3942,Transfer,9070.91,6/13/2023,Summer
1520,1521,1944,Payment,817.02,1/25/2024,Winter
1521,1522,1073,Withdrawal,3762.28,6/22/2022,Summer
1522,1523,4804,Transfer,5459.37,12/5/2023,Winter
1523,1524,1468,Deposit,4753.72,1/3/2025,Winter
1524,1525,1029,Payment,4868.76,3/25/2023,Spring
1525,1526,2093,Withdrawal,4332.29,11/6/2022,Fall
1526,1527,3326,Payment,4946.75,7/21/2024,Summer
1527,1528,4191,Transfer,8266.03,9/25/2023,Fall
1528,1529,1038,Payment,9970.14,8/18/2022,Summer
1529,1530,4992,Transfer,2993.9,7/9/2022,Summer
1530,1531,2201,Transfer,1648.7,10/24/2024,Fall
1531,1532,4252,Deposit,2014.65,9/17/2023,Fall
1532,1533,2860,Deposit,514.36,11/22/2023,Fall
1533,1534,1119,Transfer,923.57,7/6/2024,Summer
1534,1535,2129,Payment,2190.07,2/21/2023,Winter
1535,1536,4503,Payment,8920.65,8/18/2022,Summer
1536,1537,1437,Withdrawal,1661.92,8/19/2023,Summer
1537,1538,1668,Deposit,9752.92,6/19/2024,Summer
1538,1539,2173,Payment,5279.66,8/31/2024,Summer
1539,1540,653,Payment,7170,5/14/2022,Spring
1540,1541,1738,Withdrawal,8009.85,4/3/2024,Spring
1541,1542,1167,Transfer,2832.83,2/5/2023,Winter
1542,1543,1451,Transfer,4890.88,4/6/2023,Spring
1543,1544,660,Withdrawal,889.24,6/12/2023,Summer
1544,1545,3436,Withdrawal,4205.98,4/10/2025,Spring
1545,1546,4477,Withdrawal,4264.7,7/18/2024,Summer
1546,1547,4251,Payment,7737.4,3/2/2024,Spring
1547,1548,4419,Payment,9734.66,5/21/2024,Spring
1548,1549,1902,Payment,7715.16,11/26/2024,Fall
1549,1550,3600,Transfer,7016.69,2/2/2025,Winter
1550,1551,2981,Payment,6504.52,12/25/2024,Winter
1551,1552,2302,Payment,7960.77,11/25/2023,Fall
1552,1553,694,Payment,8414.56,6/13/2024,Summer
1553,1554,2593,Deposit,43.9,7/29/2023,Summer
1554,1555,4949,Deposit,2089.4,1/26/2024,Winter
1555,1556,3304,Payment,8316.81,6/16/2022,Summer
1556,1557,388,Payment,1322.04,11/14/2023,Fall
1557,1558,4497,Payment,1053.49,9/2/2024,Fall
1558,1559,4517,Deposit,1271.38,1/13/2023,Winter
1559,1560,358,Deposit,8742,3/8/2024,Spring
1560,1561,740,Withdrawal,7158.94,5/22/2024,Spring
1561,1562,1532,Payment,7611.3,8/3/2024,Summer
1562,1563,3083,Withdrawal,3610.7,6/12/2024,Summer
1563,1564,1204,Withdrawal,1997.43,7/10/2022,Summer
1564,1565,3593,Payment,3326,1/31/2024,Winter
1565,1566,4607,Withdrawal,6670.08,1/1/2025,Winter
1566,1567,3309,Withdrawal,5721.15,10/18/2023,Fall
1567,1568,1384,Deposit,7043.59,10/21/2024,Fall
1568,1569,150,Payment,3948.58,10/18/2022,Fall
1569,1570,141,Withdrawal,1936.2,5/14/2024,Spring
1570,1571,1398,Transfer,8360.5,9/15/2022,Fall
1571,1572,4004,Deposit,162.52,5/17/2023,Spring
1572,1573,978,Transfer,7863.57,7/14/2023,Summer
1573,1574,3115,Payment,1168.69,7/24/2024,Summer
1574,1575,4477,Withdrawal,5592.62,3/26/2024,Spring
1575,1576,862,Payment,1222.97,8/22/2024,Summer
1576,1577,2896,Withdrawal,2097.09,11/17/2023,Fall
1577,1578,535,Withdrawal,7758.28,3/27/2025,Spring
1578,1579,2443,Payment,3650.85,12/12/2022,Winter
1579,1580,4964,Withdrawal,775.61,12/14/2024,Winter
1580,1581,4537,Payment,6872.16,12/9/2024,Winter
1581,1582,4805,Withdrawal,1655.53,11/25/2024,Fall
1582,1583,3627,Payment,3046.42,5/15/2022,Spring
1583,1584,320,Deposit,8017.8,9/27/2022,Fall
1584,1585,574,Withdrawal,9488.61,2/24/2025,Winter
1585,1586,4684,Deposit,9058.83,1/27/2024,Winter
1586,1587,1766,Transfer,8809.19,11/10/2023,Fall
1587,1588,1918,Payment,1143.79,2/27/2025,Winter
1588,1589,2892,Deposit,6770.83,6/25/2023,Summer
1589,1590,3814,Deposit,2704.7,8/30/2024,Summer
1590,1591,857,Deposit,490.63,8/23/2022,Summer
1591,1592,1771,Deposit,4689.26,12/22/2022,Winter
1592,1593,1409,Deposit,7534.45,8/7/2022,Summer
1593,1594,4539,Transfer,6503.89,11/19/2023,Fall
1594,1595,4821,Payment,7722.4,8/17/2023,Summer
1595,1596,4111,Deposit,6798.34,9/20/2024,Fall
1596,1597,72,Payment,325.51,3/25/2023,Spring
1597,1598,3055,Withdrawal,7074.53,8/30/2024,Summer
1598,1599,4741,Withdrawal,2371.71,1/8/2024,Winter
1599,1600,3972,Withdrawal,4391.63,2/15/2024,Winter
1600,1601,4358,Transfer,4679.88,5/20/2024,Spring
1601,1602,3710,Withdrawal,8683.09,2/9/2025,Winter
1602,1603,2856,Transfer,5980.54,2/24/2024,Winter
1603,1604,3797,Payment,6855.71,7/13/2023,Summer
1604,1605,2840,Withdrawal,3994.6,8/28/2023,Summer
1605,1606,1993,Payment,5172.96,6/17/2022,Summer
1606,1607,4291,Payment,4881.26,12/28/2024,Winter
1607,1608,2279,Transfer,1415.01,9/12/2024,Fall
1608,1609,246,Withdrawal,5757.08,10/17/2022,Fall
1609,1610,2497,Deposit,8882.16,3/1/2023,Spring
1610,1611,2732,Payment,4361.06,12/26/2024,Winter
1611,1612,2174,Withdrawal,581.76,4/25/2024,Spring
1612,1613,1705,Withdrawal,1466.34,4/16/2023,Spring
1613,1614,884,Deposit,6598.08,9/30/2023,Fall
1614,1615,4883,Deposit,520.23,4/15/2025,Spring
1615,1616,3039,Withdrawal,5508.7,12/30/2024,Winter
1616,1617,1979,Transfer,7917.94,12/13/2024,Winter
1617,1618,1059,Withdrawal,9791.16,11/29/2023,Fall
1618,1619,2075,Payment,9977.83,3/20/2023,Spring
1619,1620,3469,Withdrawal,2239.23,10/23/2022,Fall
1620,1621,472,Payment,7457.24,6/14/2022,Summer
1621,1622,4527,Payment,3575.16,12/11/2024,Winter
1622,1623,2702,Withdrawal,7677.83,3/25/2025,Spring
1623,1624,2129,Withdrawal,4641.93,12/24/2024,Winter
1624,1625,290,Withdrawal,1922.36,2/8/2025,Winter
1625,1626,2076,Payment,9600.28,11/17/2023,Fall
1626,1627,880,Deposit,7925.21,4/6/2023,Spring
1627,1628,3269,Deposit,761.71,6/24/2022,Summer
1628,1629,1327,Payment,2938.92,10/13/2024,Fall
1629,1630,582,Payment,592.72,7/20/2024,Summer
1630,1631,4965,Deposit,1157.41,10/19/2023,Fall
1631,1632,3745,Withdrawal,4256.65,7/8/2024,Summer
1632,1633,1817,Payment,2073.26,12/26/2022,Winter
1633,1634,2953,Withdrawal,9483.56,7/25/2022,Summer
1634,1635,448,Transfer,7767.86,12/16/2023,Winter
1635,1636,17,Withdrawal,2254.61,11/19/2023,Fall
1636,1637,1947,Transfer,4183.17,3/27/2024,Spring
1637,1638,3456,Withdrawal,6148.52,4/3/2024,Spring
1638,1639,651,Payment,199.9,9/27/2023,Fall
1639,1640,1830,Transfer,4369.2,2/8/2025,Winter
1640,1641,4106,Deposit,1312.99,7/21/2023,Summer
1641,1642,4351,Payment,6426.71,10/1/2022,Fall
1642,1643,3810,Transfer,4174.15,12/29/2023,Winter
1643,1644,4842,Payment,6225.78,2/24/2023,Winter
1644,1645,3632,Payment,3819.93,8/7/2022,Summer
1645,1646,4556,Deposit,5712.93,5/14/2023,Spring
1646,1647,1553,Deposit,4703.89,4/13/2023,Spring
1647,1648,4550,Deposit,9808.78,7/1/2023,Summer
1648,1649,4500,Payment,6821.22,11/8/2022,Fall
1649,1650,3857,Withdrawal,1105.27,2/29/2024,Winter
1650,1651,3958,Transfer,2726.87,12/10/2022,Winter
1651,1652,1643,Withdrawal,5372.22,3/23/2023,Spring
1652,1653,4691,Transfer,5877,5/12/2023,Spring
1653,1654,1574,Withdrawal,6300.65,5/17/2024,Spring
1654,1655,2710,Deposit,4387.9,7/5/2022,Summer
1655,1656,242,Withdrawal,5323.14,12/28/2023,Winter
1656,1657,2774,Payment,8793.6,11/13/2024,Fall
1657,1658,2224,Withdrawal,7601.9,12/21/2024,Winter
1658,1659,2461,Payment,1314.41,1/31/2023,Winter
1659,1660,4619,Transfer,2957.51,11/16/2022,Fall
1660,1661,2665,Deposit,9031.19,9/4/2024,Fall
1661,1662,4219,Withdrawal,1820.9,4/7/2025,Spring
1662,1663,2656,Withdrawal,6007.56,7/31/2024,Summer
1663,1664,171,Payment,5746.97,4/14/2023,Spring
1664,1665,378,Payment,9571.56,2/25/2023,Winter
1665,1666,1489,Payment,1565.15,4/1/2024,Spring
1666,1667,4349,Deposit,4990.48,6/16/2022,Summer
1667,1668,4437,Transfer,9697.94,8/4/2024,Summer
1668,1669,4467,Transfer,2180.2,10/12/2023,Fall
1669,1670,1950,Transfer,4797.75,8/24/2024,Summer
1670,1671,3171,Transfer,5976.75,11/26/2022,Fall
1671,1672,4888,Transfer,1157.26,9/22/2022,Fall
1672,1673,4228,Transfer,3505.64,5/25/2022,Spring
1673,1674,4951,Withdrawal,2454.36,4/27/2023,Spring
1674,1675,2535,Payment,6907.13,4/20/2023,Spring
1675,1676,1721,Deposit,582.58,5/20/2023,Spring
1676,1677,3343,Deposit,8046.73,10/27/2022,Fall
1677,1678,3176,Payment,5583.91,8/15/2022,Summer
1678,1679,400,Deposit,6090.88,3/14/2025,Spring
1679,1680,2579,Withdrawal,6684.88,2/1/2024,Winter
1680,1681,1872,Transfer,8519.45,9/20/2024,Fall
1681,1682,2931,Transfer,5910.29,7/25/2024,Summer
1682,1683,424,Payment,1581.84,11/7/2023,Fall
1683,1684,4671,Deposit,7416.66,3/20/2023,Spring
1684,1685,1265,Withdrawal,9805.84,5/6/2023,Spring
1685,1686,1666,Payment,14.27,5/1/2023,Spring
1686,1687,1350,Payment,4490.04,1/15/2023,Winter
1687,1688,1928,Deposit,6187.97,6/18/2023,Summer
1688,1689,4590,Payment,6381.33,8/1/2022,Summer
1689,1690,4302,Withdrawal,1762.34,9/30/2023,Fall
1690,1691,1490,Transfer,1854.43,8/1/2024,Summer
1691,1692,1384,Payment,7724.76,1/7/2024,Winter
1692,1693,2115,Transfer,241.55,5/15/2022,Spring
1693,1694,3231,Transfer,1729.57,10/16/2022,Fall
1694,1695,317,Withdrawal,2943.38,10/2/2024,Fall
1695,1696,3460,Payment,3459.76,7/9/2023,Summer
1696,1697,963,Deposit,341.9,12/11/2023,Winter
1697,1698,1408,Deposit,8538.24,5/5/2024,Spring
1698,1699,4867,Withdrawal,7668.47,3/3/2025,Spring
1699,1700,2325,Payment,4552.24,8/2/2023,Summer
1700,1701,801,Deposit,505.83,1/23/2025,Winter
1701,1702,538,Deposit,8084.42,3/5/2023,Spring
1702,1703,1178,Withdrawal,2474.9,4/16/2025,Spring
